Id,Label,timeset,genres,followers,related artist,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,indegree,outdegree,Degree,modularity_class,componentnumber,strongcompnum,clustering
186,Hugo & Guilherme,,['sertanejo pop'],484134,,0,0,0,0,1,0,1,51,34,184,0
187,ITZY,,['k-pop girl group'],2665284,,0,0,0,0,0,0,0,39,46,185,0
188,IU,,['k-pop'],5452498,,0,0,0,0,0,0,0,40,47,186,0
189,Idina Menzel,,"['hollywood', 'show tunes']",360791,,0,0,0,0,0,0,0,41,48,187,0
190,Imagine Dragons,,"['modern rock', 'pop', 'rock']",36043809,"OneRepublic, Twenty One Pilots, BANNERS",13,0.150519,0.186534,367,1,3,4,72,0,41,0
191,Ingratax,,['concurso de talentos argentino'],106001,"Boza, Nio Garcia, Manuel Turizo, Sech, Mora, Justin Quiles, Cali Y El Dandee, MYA, Jay Wheeler, Rusherking",5,0.423423,0.529787,0,0,10,10,100,0,191,0.055556
192,Internet Money,,"['rap', 'trap']",462914,"Don Toliver, Gunna, NAV, DDG, Lil Tecca, Lil Mosey, iann dior, Tyla Yaweh",15,0.137549,0.215174,4387.839946,14,8,22,66,0,41,0.173684
193,Israel & Rodolffo,,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",1193957,"Diego & Victor Hugo, Henrique & Juliano",4,0.428571,0.569444,0.5,2,2,4,51,34,138,0.5
194,J Balvin,,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",30006178,"Jowell & Randy, Maluma, Arcangel, Nicky Jam, Yandel, Manuel Turizo, Wisin, Piso 21, Farruko, Justin Quiles, Cali Y El Dandee, Ozuna",7,0.416667,0.592653,25.82395,2,12,14,100,0,32,0.275641
195,J. Cole,,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",14573804,"Baby Keem, Kid Cudi, Kendrick Lamar, Meek Mill, Big Sean",17,0.12024,0.17426,12.813095,3,5,8,32,0,88,0.309524
196,JACKBOYS,,"['rap', 'trap']",449405,"Don Toliver, Lil Yachty, Gunna, NAV",18,0.101863,0.154947,0,0,4,4,66,0,192,0.666667
197,JP Saxe,,"['alt z', 'canadian contemporary r&b', 'electropop', 'pop', 'pop rock']",293816,"Sam Fischer, Alexander 23",2,0.75,0.833333,181.343939,7,2,9,72,0,15,0.166667
198,Jack Harlow,,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",1192888,"Mustard, Cordae, Lil Yachty, DDG, Lil Uzi Vert, Ty Dolla $ign, Tory Lanez, Tyla Yaweh",17,0.127551,0.211035,18,1,8,9,66,0,193,0.138889
199,James Arthur,,"['pop', 'talent show', 'uk pop']",8683038,"JP Saxe, Dean Lewis, Lewis Capaldi, Niall Horan",12,0.174,0.223733,1865.073435,4,4,8,72,0,41,0.238095
200,Jamie Miller,,['pop soul'],104949,,0,0,0,0,0,0,0,42,49,194,0
201,Jason Derulo,,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",10081952,,0,0,0,0,3,0,3,87,0,18,0
202,Jason Mraz,,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",6261764,John Mayer,1,1,1,183,3,1,4,87,0,17,0
203,Jawsh 685,,['nz pop'],102351,"Sam Feldt, Tones And I",5,0.375,0.494444,0,0,2,2,72,0,196,0.5
204,Jay Wheeler,,"['latin', 'reggaeton', 'trap latino']",1901262,"Alex Rose, Milly, Mora, Dímelo Flow, Tainy",10,0.251429,0.38483,4.944444,1,5,6,100,0,189,0.133333
205,Jerry Di,,"['cubaton', 'dominican pop', 'pop venezolano', 'reggaeton', 'reggaeton flow', 'trap latino']",158881,,0,0,0,0,3,0,3,100,0,151,0.666667
206,Jhay Cortez,,"['latin', 'reggaeton', 'trap latino']",2692470,"Alex Rose, Nio Garcia, Myke Towers, Lunay, Rvssian, Anuel AA, Kevin Roldan, Rauw Alejandro, Tainy",8,0.318182,0.494796,99.139411,12,9,21,100,0,32,0.516484
207,Jhené Aiko,,"['alternative r&b', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",4853949,Bryson Tiller,21,0.087087,0.112851,854.5,5,1,6,16,0,41,0.25
208,Joel Corry,,"['dance pop', 'pop', 'pop dance', 'tropical house', 'uk dance']",219754,"twocolors, Mabel, Regard, Topic",13,0.147351,0.181622,0,0,4,4,92,0,198,0.416667
209,John Legend,,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",5910198,,0,0,0,0,1,0,1,72,0,22,0
210,John Lennon,,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']",4417570,"Paul McCartney, The Beach Boys",3,0.5,0.633333,2,2,2,4,68,32,200,0.166667
211,John Mayer,,"['neo mellow', 'pop rock', 'singer-songwriter']",5250947,Jason Mraz,1,1,1,0,1,1,2,87,0,17,0
212,Joji,,"['alternative r&b', 'pop', 'viral pop']",4929660,"BROCKHAMPTON, Dominic Fike",2,0.75,0.833333,0,0,2,2,64,0,201,0
213,Joker Bra,,['german hip hop'],190616,,0,0,0,0,0,0,0,43,50,202,0
214,Jonas Brothers,,"['boy band', 'dance pop', 'pop', 'post-teen pop']",5591393,Demi Lovato,12,0.178462,0.209054,70.664989,9,1,10,87,0,41,0.277778
215,Jonas Esticado,,"['forro', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",1360114,"Matheus Fernandes, Wesley Safadão",4,0.461538,0.597222,31.333333,8,2,10,51,34,138,0.25
216,Jorge & Mateus,,"['sertanejo', 'sertanejo universitario']",15302226,"Luan Santana, Gusttavo Lima",1,1,1,0,2,2,4,49,43,178,1
217,José Feliciano,,"['bolero', 'latin pop', 'puerto rican pop']",247245,,0,0,0,0,0,0,0,44,51,203,0
218,Journey,,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",3841560,,0,0,0,0,1,0,1,68,32,204,0
219,Jowell & Randy,,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",3007796,,0,0,0,0,8,0,8,100,0,24,0.571429
220,Joyner Lucas,,"['boston hip hop', 'hip hop', 'pop rap', 'rap']",1758975,Cordae,1,1,1,4,4,1,5,32,0,163,0.1
221,João Gomes,,[],807973,"Jonas Esticado, Raí Saia Rodada, Tarcísio do Acordeon, Mari Fernandez, Matheus Fernandes",5,0.473684,0.698148,0,0,5,5,51,34,207,0.6
222,Juanfran,,"['dominican pop', 'pop reggaeton', 'urbano espanol']",119256,Milly,1,1,1,0,0,1,1,100,0,208,0
