Source,Target,Type,Weight
Surf Mesa,twocolors,Undirected,1
Surfaces,Peach Tree Rascals,Undirected,1
TINI,Migrantes,Undirected,1
TINI,Emilia,Undirected,1
TINI,MYA,Undirected,1
TWICE,Red Velvet,Undirected,1
TWICE,BLACKPINK,Undirected,1
Tainy,Jowell & Randy,Undirected,1
Tainy,Lunay,Undirected,1
Tainy,Arcangel,Undirected,1
Tainy,Rvssian,Undirected,1
Tainy,Yandel,Undirected,1
Tainy,Jhay Cortez,Undirected,1
Tarcísio do Acordeon,Jonas Esticado,Undirected,1
Tarcísio do Acordeon,Matheus Fernandes,Undirected,1
Tarcísio do Acordeon,Raí Saia Rodada,Undirected,1
Tarcísio do Acordeon,Mari Fernandez,Undirected,1
Tate McRae,Alec Benjamin,Undirected,1
Tate McRae,Ashe,Undirected,1
Tate McRae,Alexander 23,Undirected,1
Tate McRae,Madison Beer,Undirected,1
Tate McRae,Bea Miller,Undirected,1
Taylor Swift,Lorde,Undirected,1
Taylor Swift,Kelly Clarkson,Undirected,1
Taylor Swift,Miley Cyrus,Undirected,1
Taylor Swift,Harry Styles,Undirected,1
Taylor Swift,Demi Lovato,Undirected,1
Taylor Swift,Camila Cabello,Undirected,1
Taylor Swift,Selena Gomez,Undirected,1
Taylor Swift,Meghan Trainor,Undirected,1
Taylor Swift,ZAYN,Undirected,1
Taylor Swift,Niall Horan,Undirected,1
Taylor Swift,Jonas Brothers,Undirected,1
Taylor Swift,Halsey,Undirected,1
The 1975,Wallows,Undirected,1
The Chainsmokers,Galantis,Undirected,1
The Chainsmokers,Kygo,Undirected,1
The Chainsmokers,Calvin Harris,Undirected,1
The Chainsmokers,Martin Garrix,Undirected,1
The Chainsmokers,benny blanco,Undirected,1
The Chainsmokers,Marshmello,Undirected,1
The Jackson 5,Stevie Wonder,Undirected,1
The Kid LAROI,Lil Uzi Vert,Undirected,1
The Kid LAROI,YNW Melly,Undirected,1
The Kid LAROI,Trippie Redd,Undirected,1
The Kid LAROI,iann dior,Undirected,1
The Kid LAROI,Cordae,Undirected,1
The Kid LAROI,Internet Money,Undirected,1
The Kid LAROI,Lil Tjay,Undirected,1
The Kid LAROI,Lil Tecca,Undirected,1
The Kid LAROI,NAV,Undirected,1
The Kid LAROI,Lil Mosey,Undirected,1
The Kid LAROI,Roddy Ricch,Undirected,1
The Kid LAROI,benny blanco,Undirected,1
The Kid LAROI,Polo G,Undirected,1
The Neighbourhood,Mother Mother,Undirected,1
The Neighbourhood,Clairo,Undirected,1
The Neighbourhood,Surf Curse,Undirected,1
The Neighbourhood,Conan Gray,Undirected,1
The Neighbourhood,Melanie Martinez,Undirected,1
The Neighbourhood,Wallows,Undirected,1
The Ronettes,Darlene Love,Undirected,1
The Weeknd,Childish Gambino,Undirected,1
The Weeknd,Jhené Aiko,Undirected,1
The Weeknd,Big Sean,Undirected,1
The Weeknd,Ty Dolla $ign,Undirected,1
The Weeknd,PARTYNEXTDOOR,Undirected,1
The Weeknd,SZA,Undirected,1
The Weeknd,Bryson Tiller,Undirected,1
The Weeknd,Don Toliver,Undirected,1
The Weeknd,Travis Scott,Undirected,1
The Weeknd,French Montana,Undirected,1
The Weeknd,Kendrick Lamar,Undirected,1
Thiaguinho MT,Mc Zaac,Undirected,1
Thiaguinho MT,Niack,Undirected,1
Thiaguinho MT,Dadá Boladão,Undirected,1
Tiago PZK,Rusherking,Undirected,1
Tion Wayne,Headie One,Undirected,1
Tiësto,Martin Garrix,Undirected,1
Tom Odell,Hozier,Undirected,1
Tom Odell,Vance Joy,Undirected,1
Tom Odell,Passenger,Undirected,1
Tones And I,Sam Feldt,Undirected,1
Tones And I,Sam Fischer,Undirected,1
Tones And I,Zoe Wees,Undirected,1
Tony Bennett,Perry Como,Undirected,1
Topic,Regard,Undirected,1
Topic,twocolors,Undirected,1
Tory Lanez,Ty Dolla $ign,Undirected,1
Tory Lanez,PARTYNEXTDOOR,Undirected,1
Tory Lanez,Bryson Tiller,Undirected,1
Tory Lanez,Tyga,Undirected,1
Tory Lanez,French Montana,Undirected,1
Tory Lanez,Meek Mill,Undirected,1
Travis Scott,Childish Gambino,Undirected,1
Travis Scott,Lil Uzi Vert,Undirected,1
Travis Scott,A$AP Ferg,Undirected,1
Travis Scott,Gunna,Undirected,1
Travis Scott,Playboi Carti,Undirected,1
Travis Scott,Migos,Undirected,1
Travis Scott,Kendrick Lamar,Undirected,1
Travis Scott,Meek Mill,Undirected,1
Trevor Daniel,Arizona Zervas,Undirected,1
Trevor Daniel,Tyla Yaweh,Undirected,1
Trevor Daniel,blackbear,Undirected,1
Trinidad Cardona,Vedo,Undirected,1
Trinidad Cardona,PARTYNEXTDOOR,Undirected,1
Trinidad Cardona,Kehlani,Undirected,1
Trinidad Cardona,Bryson Tiller,Undirected,1
Trinidad Cardona,H.E.R.,Undirected,1
Trinidad Cardona,Brent Faiyaz,Undirected,1
Trippie Redd,Lil Uzi Vert,Undirected,1
Trippie Redd,YNW Melly,Undirected,1
Trippie Redd,Cordae,Undirected,1
Trippie Redd,Internet Money,Undirected,1
Trippie Redd,Gunna,Undirected,1
Trippie Redd,Lil Tecca,Undirected,1
Trippie Redd,NAV,Undirected,1
Trippie Redd,Lil Mosey,Undirected,1
Trippie Redd,Lil Yachty,Undirected,1
Trippie Redd,Polo G,Undirected,1
Trueno,KHEA,Undirected,1
Trueno,Bizarrap,Undirected,1
Twenty One Pilots,Panic! At The Disco,Undirected,1
Ty Dolla $ign,Mustard,Undirected,1
Ty Dolla $ign,Tory Lanez,Undirected,1
Ty Dolla $ign,PARTYNEXTDOOR,Undirected,1
Ty Dolla $ign,Tyla Yaweh,Undirected,1
Ty Dolla $ign,Bryson Tiller,Undirected,1
Ty Dolla $ign,French Montana,Undirected,1
Ty Dolla $ign,K CAMP,Undirected,1
Tyga,Big Sean,Undirected,1
Tyga,Tory Lanez,Undirected,1
Tyga,Ty Dolla $ign,Undirected,1
Tyga,French Montana,Undirected,1
Tyga,DJ Khaled,Undirected,1
Tyga,Meek Mill,Undirected,1
Tyla Yaweh,Lil Mosey,Undirected,1
Tyla Yaweh,SAINt JHN,Undirected,1
Tyla Yaweh,Arizona Zervas,Undirected,1
Tyla Yaweh,NAV,Undirected,1
Tyler,Childish Gambino,Undirected,1
Tyler,BROCKHAMPTON,Undirected,1
Ufo361,Dardan,Undirected,1
Ufo361,Zuna,Undirected,1
Ufo361,KC Rebell,Undirected,1
Ufo361,KitschKrieg,Undirected,1
Ufo361,Bausa,Undirected,1
Ufo361,187 Strassenbande,Undirected,1
Vance Joy,Hozier,Undirected,1
Vance Joy,Tom Odell,Undirected,1
Vegedream,Aya Nakamura,Undirected,1
Vegedream,Gradur,Undirected,1
WILLOW,Kali Uchis,Undirected,1
WILLOW,SZA,Undirected,1
Walker Hayes,Brett Eldredge,Undirected,1
Wallows,Conan Gray,Undirected,1
Wesley Safadão,Jonas Esticado,Undirected,1
Wesley Safadão,Diego & Victor Hugo,Undirected,1
Wisin,Nicky Jam,Undirected,1
Wisin,Jowell & Randy,Undirected,1
Wisin,Farruko,Undirected,1
Wisin,Arcangel,Undirected,1
Wisin,Yandel,Undirected,1
XXXTENTACION,Lil Uzi Vert,Undirected,1
XXXTENTACION,YNW Melly,Undirected,1
XXXTENTACION,Trippie Redd,Undirected,1
XXXTENTACION,iann dior,Undirected,1
XXXTENTACION,Juice WRLD,Undirected,1
XXXTENTACION,Internet Money,Undirected,1
XXXTENTACION,Lil Mosey,Undirected,1
XXXTENTACION,Lil Yachty,Undirected,1
YNW Melly,Cordae,Undirected,1
YNW Melly,Internet Money,Undirected,1
YNW Melly,DaBaby,Undirected,1
YNW Melly,Lil Tecca,Undirected,1
YNW Melly,NAV,Undirected,1
YNW Melly,Lil Mosey,Undirected,1
YNW Melly,A Boogie Wit da Hoodie,Undirected,1
YNW Melly,Roddy Ricch,Undirected,1
Yandel,Jowell & Randy,Undirected,1
Yandel,Arcangel,Undirected,1
Yandel,Nicky Jam,Undirected,1
Yandel,Wisin,Undirected,1
Young Stoner Life,Gunna,Undirected,1
Young Stoner Life,Lil Yachty,Undirected,1
ZAYN,5 Seconds of Summer,Undirected,1
ZAYN,Bazzi,Undirected,1
ZAYN,Harry Styles,Undirected,1
ZAYN,One Direction,Undirected,1
ZAYN,Camila Cabello,Undirected,1
ZAYN,Selena Gomez,Undirected,1
ZAYN,Niall Horan,Undirected,1
ZAYN,Shawn Mendes,Undirected,1
ZAYN,Halsey,Undirected,1
ZAYN,Liam Payne,Undirected,1
Zoe Wees,Sam Fischer,Undirected,1
Zoe Wees,Nea,Undirected,1
Zoe Wees,Mimi Webb,Undirected,1
Zuna,Dardan,Undirected,1
benny blanco,Bazzi,Undirected,1
benny blanco,Internet Money,Undirected,1
benny blanco,Arizona Zervas,Undirected,1
benny blanco,Trevor Daniel,Undirected,1
blackbear,jxdn,Undirected,1
blackbear,benny blanco,Undirected,1
blackbear,Trevor Daniel,Undirected,1
blackbear,iann dior,Undirected,1
iann dior,24kGoldn,Undirected,1
iann dior,Tyla Yaweh,Undirected,1
iann dior,jxdn,Undirected,1
iann dior,Internet Money,Undirected,1
iann dior,NAV,Undirected,1
iann dior,Lil Mosey,Undirected,1
iann dior,Lil Yachty,Undirected,1
jxdn,iann dior,Undirected,1
sangiovanni,BLANCO,Undirected,1
sangiovanni,Madame,Undirected,1
twocolors,Topic,Undirected,1
